clustered_id,clustered
8ef8b5f4f4557545459629530d87a7bbd19c2a48,electric lifting cylinders
9064d49752d5c792bc212e331ca0eab152297863,roller finishing machines
37a5d32f6a9b6e7e8482e00aa5038edc5571b5db,disinfection tunnel
fd32b27ad4612790233df06b78764e58bbdf9809,disinfection gantry
afdb447602bebc4651739130303e541cd07d3c02,contactless disinfectant gantry
bbba78766fbfc628a56025659037988b1f158195,air sterilizer
94e63fc6ce7c76f6ab6f6d2386025a38726d89d8,automatic nano fogger
f6457f2b3283ebfcdb4fab19250cf4318c893bc1,automatic disinfecting tunnel
f9aa603def1f24063bd376781216d7a288f335c5,air sterilization system
f5bc4addddaf6f74babff92d9272f9c7dcf65a0a,used auto spares
e9426e411e122bdcf3863e87ef2175178b177c28,loop fasteners
94b1f2840ffdd3abef5b575776655d7bbd377386,photovoltaic cell
b6df32683e19205198cc7a36cdcbaa50bb7a28c4,pv modules
f736c4e67608996d0ea2e0ac43060bf2b091da1c,solar photovoltaic factory
26c141188725db92fbc9792da83cd46ac7fc7b43,dishwashing machines for institutions
ad11c8437d93422538c77c2bd11321a4f32f8547,processed milk
de37813a76e994f9ad9d8f5ab422b07ce4147cec,main gates
e30c8cd76c2b4784f2447432452d5081ed1e2cc0,refrigerator engineer
e168542b28d16943686fb62819b96445df68fe4c,grande champagne
7b299758f9c5005cfe54c443bd9955c3cb883865,exclusive ladieswear online shop
07b5efd563bba0e29b772b362ad55b0a1c69727c,freight transportation
79bce3c67a2e29e978e70a3b334d671f7e42af01,branding equipment
52736b424bd2502c8bedc05b1ad57d47cb6df952,"casks, metal"
349d06562807528fcfe89c4160dfd35e50b1914a,men's perfumes
1f9246a88a9ee827d425905d8fc102b95064b110,natural perfumes
1de14b436bdf7c7435327925db2658346c6783ea,deodorants
38348898940345a76e9d2625c0081e85edd34ccc,pizza sauce
bf4e6644ff84c884dc8636ea902ffe5042957731,frozen pasta products
79642098686200f32c73c1864d1c9eb941ab4046,pitons
8f9e3c42442f3343bd7238996270c67a39ffc76b,carnival - articles
1f1ba4b4cfe27831cf91143ed4e49618b3e16c12,key-rings
73483c44ec495ee8e9a093b56b339e8b13ccf01d,souvenir articles
4d00ee0dfa9d01dc7f28a79236ddd89e5be56957,carnival costumes
d14cd401c5a72a005e5e417d49e738acab864aef,glass cabinets
9cfb455e8c6075e788dcec7a4c45d538cb49a389,garden tables
a3d8c6263abbb3c239c275ba4e369a1c0b179370,bank vaults
8209e2123d1be89d8cb4c27a374756b8fe722487,wine cellar air conditioning
0e4335924f0681f1c855632f74e3f7191dcffa13,cladding - ferrous metal
dc4e2becf638f6d21012603c890b0ffb98bd80f2,nutrients
11b997e2faf34a8b762dadca559198dcc0d60343,biotechnological pharmaceutical preparations
e9327e08f1e119406c8f234389bf82922f563ebd,environmental analysis laboratories
f2b5d1a736ef2452019ba7f480ea2d8231bd5cc1,analysis of agricultural products
73a04e7dba4dfacd6d25a72bb726d13740f06e35,rectractable covers
eb4e29d2d3a59f56340b5f2fa31821f0569d6eda,glass containers
6f58defd40333961593f2a2bb22ca27dd93ad371,weed shop rotterdam
97a1d71b0eeb3c091f6e04688ef8538d1cc66a26,enginered veneer
a76bcc14aca005516480e9d5645f2f56465f1f4f,natural veneer
714ca980d33b752e5a6dceee3e836c82fb8349ac,sostenible veneer
09c8b4edb775dc5aeb527ebf17e1abc6b23d99f7,laser marking systems
0969618bfa56145b9dc4b36041f452b323551555,тransport logistics
38eddf8fdbf857b7edb7253abc27e8390c4c714c,regional transport
9ef034088e03f8be7a143f9245df6697557acd76,boat engine workshops
02a0169b4a3ae754c20f7563d42f0cc7139d3e8d,manual gearbox repairs
ddc53c77509af8f53c30a0a537c73f7049c861e9,yellow pollen
c773ee00d16777a14ef455d5dd7a0351d7c55ba2,dry pollen
074b57dd3d19b4fb713a1e8625dc0e2508192e22,fresh frozen pollen
38008891e24888b7aac8bc086acfdfcaf3ca4f39,orange honey
5411b38187f48eec51e243f2bcea7286f0db4235,sunflower honey
9aff4e505e31dca01982944bfdf5f839f5024609,spanish cuisine
66914658675028210948a3a02b7d599d1e29a4cd,lunches for functions
f475b787bfb8aef70defff24119e5a92ba7438c3,wholesaler of cosmetic bottles
6ce2df6eabb3b18eb24f3bff3765dcba4b10a350,dropper bottles for essential oils
b469afc391c4d4dee0e5b763db0a94fe15fb5fbc,pehd bottles
e68ef1ff1751a92bb10966024bec98a2ae4cdf0f,auxiliary services for means of transport
a2821785d53c76df663ae139843f0c64a84c6d0d,fibroscope repairs
ea2d9bffb0adb60c5a6ae07f304e044f4605d308,gastroscope
27f0f08b230c6596ad8252eae8258a71ef7ff8b5,colonoscope
d20abb37daa664d576f04b1003fee9a6ddb94b11,bronchoscopes
f0ee1358925f2010e63c9569e65c74a1b038d571,refinery
d7d1d37d85bf6a3094ad03b12d95cf3d50e9ee83,elevator hire
ee43ebc8c9b32406400eb411cb36a1ddad9bb473,truck rental with driver for do-it-yourself moves
412e5092027b54237f2baf4081e7955f4586ce81,heat barrier frames
7559df25ab7fe2b4771d07639417872e71d3d269,garden terrace roofing
c1565d3c9e44b57cf0fc062f0d4f13ed4e1cc664,gps networks
aac86b2cce28790361047af00d45d1fb9bc6a660,sailing ships
0880e466c0b79bd87827edbda915f6faf3b54f7c,feasibility analysis
3f30e80deadb63754ab7800a5dd0e66aed5e1cd6,weighing bins for agriculture
0479fcc453518ead61485b487d3c82dfcfb22d3d,compression presses
b057c64210899252600e2d011c8220f27941e910,hydraulic compression presses
4aa14a4ce53dd687267d517e752207caf2e58d35,rubber extruders
40593663bf06fa7bc9bda6d44bbc7032eb737f99,cleaning articles
d6e7a8ea9418d93c80f99671363e66c55e69bba9,industrial cellulose
c87ca7250f5f84f4171087ac3bd1a8a72dce7e42,waste baskets for garbage
b76a2688069bf1dc6fdb43019c7edc3eb4c91a3c,construction of hydroelectric power plants
b8e05c8444678b20d61dd6b8beec796226db193b,exotic plants
241da61a070c8d0ec007a27ff5be0601a14eb0dc,b2b services
6de12bdf95ac3bc510c84860a7319ed7f501ff55,ultrasound systems - processing plastics
92baad66c8a4722455340b3adf012b74ec4c85e5,ultrasonic cutting machines
b5e0b9be336c8b05f6a38ab9151e4036b8902145,development of ultrasonic technology
649b152e77fbeaad1f12c63b16e25bede4d6dd24,ultrasonic generators
5d5f1b55f530ee98a76a5c420d5d8aeb6d6a795e,ultrasonic components
4edc18e7d426f6537943db6631278e929f33a4ad,consulting for ultrasonic technology
9bff6eac00dec563e017f9fa677b0379763abd62,hand-operated ultrasonic welding equipment
5c8671fe3734f657b2459273579591c47ccbd935,ultrasonic sonotrodes for plastic technology
969f0cbc25d9f9b81642b1cfbaba15fedc1bfd1b,food fibres
dcefc0bc73d4f4f8444b881e69a2aa261f7b241c,supplies for hairdressers
3b827927f04380b952adfc7110f116ebd7c2c09d,spare parts production
cf31066075924f62957dc8953dfba26e23deb83e,"ovens, wood-burning - professional"
d8eefdd5371ab465b54de569cddeb1b557575872,export of agricultrual machinery
eecb4d7813db7f646db6d84f72f55676d5346e1c,industrial food grade mill
6cad4ae267f0493de5150bd075b62df4f0de7c5f,3d controls
175ceee42ea3f45a89ad84f298abfeccf096b69b,terrycloth
13380631ad9239e697c86d1aab2f8285936de3b0,plant textile fibres
d7b3c5ae9354717106a28803ccc7110908aa4af0,wall heating
3f3fdbba1523057785dc5d233ad453f01b87e57a,natural stone interior furnishings
98af1cbf9b10bad91168ea7829a7660d7cb95e40,wall-mounted infrared radiator
bf03d59d5e3c66062af2260e522c8dae9f361007,wire racks
7166c43152f416ff2df9d985c37982f0316aabc8,tramex
c1584e4c7df31886cc6662b009146a4a9f0b6d03,polyester screens
d3d736be3e4b66cbd1b5c8bf0848946d9dac762c,galvanising
722767b59168a4afddc630723f11d56ed831c2cc,thermoformed bodywork
c041d2e4ed31b9b2b03e7616f807b916d7f5ef22,polyurethane moulds
fb57d687d40e7b85e102fbb1741e1de9bb3e2fd9,web services with added value
dcfdbf21ab300e1becc5a4e08e94d2de5dd48d24,airport shuttle service
ada9e9a216f13614a0a8d8aa348a91acf2e78320,jewellery polishing
195037afb8109379cfc23f73476e4dd463809fe9,electric traction systems
50dfe686877daf541b2fb1b22c9b31a267fd1ea7,electric vehicle integrator
db5cf0629f38421b7b3ff01c8ff2094a38090722,wind power engineering design office
b915c476accdc68611a1c58af8be23d364a2ff81,original auto spare parts
50aab4a491efa3ccb7e24cecd0b83b54d03a6f58,worldwide delivery
74d2e35c2f600b8733f3ad3b2bb523ef57de011d,discounts available
2ca4af6a77c5cbcdd97102e167587654388a564d,linings - fabrics
06e0be3acbb10244cd4d3723bc79bab4c181d721,feed integrators for animals
bfbb614de5c959e2901c1dca18c165391dba2536,textile dyes
dd5c720f6fb4a28285cedf7dceb932e861b3de2f,functional dyes
4a3ef363810024a749b7ca80f8a22a29b4dc2951,dyes for leather goods
f58098ea57231ae09f7075b650a854b9167d737e,dyes for metal
ff57a1e110bc94d9517b2230f0c57871cab552ba,maritime freight
004eb31c84e2843d1ca24d73ad610a9d57a21bc9,electric current
7d500eed698b655c65eb252a7f1b335935dffa1d,application programs for travel agencies
a49eab43ce27e1698e35420571f69307cac571f7,customised beakers
86ca950f28a7578aa3dc07042f73f87348af1e52,electrical isolation meters
f7506de72781cecc143bbf67244e2cc84c79c9bd,logistics advice-international project
431ebb969c4ca342c5397d90dd5fdf129276907a,small titanium parts
91f06131ee1d2fd34efefd9e6170657afdff65db,tungsten
5fb5a9e650d34ab1156b56acff4c63eae81fd13a,tungsten products
bada19a17b86234ca21377e07317132fadfb853f,beryllium
2e87e297386f709062dd3ac856b3f4f9fa3495a3,titanium semi-finished products
da030c287f214af9f0fd33b8c9b551f3725c75aa,mag welding
33511e22d03269a6cf3dc832dd8a01cd90c7bf3e,filler wire welding equipment
3dd8d7480514d415a98bf13a208ad0b7cf474f9c,crutches
31f253edb1c15af8a3aeec132220c996cb585e30,cfd simulation software
ce0041ca46db1483093a39bf876f73da62a137d9,computer assisted design
4c4e208487b9dfbcb100bfc2237b231ec2ba9f09,international trade fairs
f2f9c3133c4bc1bde344a6b856eac1973bce4d61,tiles for pools
e1b0b29447200f3a5193ad6b0584fc1d2142b6a3,outdoor tiles
d4b8aad6367f0404612fca9536a815860f3ce9ed,radiometer
063b92bf3bfde9353cd10d41fe95795f7c947dc6,uv spot curing equipment
8c158977ee029434eb6cfe277a5b35c3e07bc8b4,customized bags
21729a04f8989d197f66f8b22adf65ad95155dd8,electro-medical equipment
738aa12e40da3b8b878402737fa409968de9c4f2,second hand medical
36c2985cda64f65eb3c6ca96e889eb8ea4f85253,producers of vci plastic
8e6b338477edc87f903e3a44ea0a3df57cfa6327,industrial anti-corrosion products
56ebebea27f5b39090b9b8f2cc42f853812c73f1,long-term corrosion protection
789fa6bcf8abe09f256b6306306b000976455bd2,professional driver
23ae2217bd4956b847ecaa701c3dd72bff3c5e89,bilingual in french english
7ed26253e42ea5e5e09e926f8118f0c1956c1c0d,infrastructure design
ef4bfd1e6d278f6bc7d4a478f02be2cb9581a0a5,amber
46a1a6593281762227af8b7827b87a8aa3440647,water supplier
a4680d72878db5ab5da80d144d1baf66fe3a4b2e,electrical scaffolding rental and sale
f35dac5c7241a13b847b2601339f47c43f0f6b57,stays
b29bd83795d758f9cd0798d22e2198eabbc268a1,pressurised water floater
da4882b6178ae9487e9a34a102b98cbd50466e75,waste water clarification
8f5d43f35e3ed54b398eb17619b153875bd4b0a8,"chimney flues, residential"
0c1f7659a48a6ac6dc4ab6e511eded315ca2936a,chimney flues lined
830688fb401d7a6cb53d265013e1907140261f54,smoke ducts
32729453b41169fab789f861e1e25a42298952f4,chimney flues lined in stainless steel
7e2e6f6c301ec1f7397ad26752f68a1711bba8d1,stainless steel channels
68c2abbe8f06e65385001e7f719b9677bc286d41,air conditioning channels
767a6ab758f9b86e7ab226525831dc980bbd8ce5,brass chimney flues
5a2912535a2605f9db110a3111067b906cb613bb,cleanroom wiper
36b305f8bcfe3e9d36c0ee20843d707c34ea5a33,disinfectant wipes
7bbd706b8922a6d8d2051062e2f5b216e64a902d,multi-surface antibacterial wipes
ae9755d71a4999c6430d8993d2c8981e306e0f08,technical wet wipes
1827c4daa969c302bc4e561e1c31060384e2c6bc,solar energy power stations
48d73a4a55e0554df414ff735bd43b99923a9cbb,made-to-measure lounge furniture
e5c7d203d8d22ae6ab4a607970c715a129a592f5,whipped cream
2efd163975aaa5d0af04c0fd2f1f3cb11d508da8,exotic fruit flavour
29de36cabdf43ddd19b2e80eb597cb233b9bce84,seamless cream charger cylinders
aa9659e64a03db534d86acc92eb34377448b7d43,cream siphon
4c8caf5c9b9476f612021c5aa9daf20d8ac165ed,buying services
5d721ebd1df9a47313beb8da7b265a868629e232,air purification accessories
58906f6538223ebacf58933a83431702cca3e979,parcel
0bc59ef8d4ddc4c7bef40c08214567b529d42466,camellia seed oil
5a133beba1858a7764192d176ed2884631afbc29,marine survey
fea88bb3e681c5c152d6e75f55b4d5d0017c9d1b,inlaid locks
7073ec276637e7e69f813bb35c3eac337899ed39,training course organisation
e83b471b51f32e369e562248a2eb9262675438b6,retractable blade
8ff5a91a7d586fe2665ac6936931ad6c594ae234,plastic film bags
93d41b83e787c03da58fa0848b9524ca11cea5c9,disposable coats
1503c3f4158b4ea81f05ecaa4f35f93931772382,type 0 common wheat flours
b8ee82b8e5d7b3017fb5437a5d8b3db90e8dd112,rye flours
dd462c77ec4a25d3fc1adcdbd3d79adfcdd1993e,cellulose wadding
a824d087693403ae9c1a109bce4eaedbd9efb092,hotel accommodation
8b600cd6ddd34c178ace54e3b54cd854b710ae33,hotel reservation
d0998c9d9f5eaf308ca531ee88c4c714b78f3b04,hen egg
fddf7ed8356419fe6a380cb25cdbe590c7af59c3,flavourings for cooking
d62db442f275ca19ead8c46db33ced77864e08d8,product procurement
996c30ac1a2524514879ef0f6c91fbb66181196c,egypt tours
8d96df58ee131749f3cbef6c47c0edd5bd708dd4,oman tours
955b8a15a084ff6386802035b08a1e2b5e28657c,sri lanka tours
e8bcf4502f023db6b161ea7ef71f0a826dbce682,production of chilli
a4e2e6b8b02801f58c1a1a573c2c21d27bc76a23,production of natural rosemary antioxidant
dbf1dae2b0b66495020350dbc3bc2789ccaa5287,manufacture of chilli oleoresin
c8012c0ccb0050e1a3a56e1622eca5f4eb0b3f9d,subcontracting service
74da0ee59ac2c3eb024000ba6cc80a40b4ffde8e,high intense sweetener nh-dc
e32876bf48144045ceac146ee5101b7e150b49c7,citrus bioflavonoids
05c4b046fd586168ab83f438a9042c2ea28b301e,recycled polyethylene terephtalate
96b03a5f5088e16217a799d556fb43be0e799cd0,wallpaper made from silk
7e9219a0599eae1d9601883f894b4fbe60870586,can
c802bf194a255018f98e3be5daa3726b844ec6e2,vehicles diagnosis
2fb643450f8d7d8a731a3a7ddf5f9484808a56da,fall-arrest systems
b47e1932e15fb4af81a44b1e3880477e68a09565,adaptive predictive control system
36047adfc15a3866e8d534bf0e6c9f5cdbd32452,spark plugs
07c7a7f91377f789e1b2fe2e35f7a90fde58aed2,stainless steel grinding works
80655bc399ea561205888d35dfb8134ba9e78a36,stainless steel blasting on commission
ce2aeba5337c275db213846b662fea046f6c61bd,steel working on commission
a781653b6c65128cb2eb1cce79afa857fbfba16d,cold-formed structural shapes
224fbc3bb28c4ae4159f70a687ad47064a6f12b6,fixed head milling machines
1b4ece5dc17d72e56c9cb0bfeff2fc9836bdca17,trade organisations
1361a18985c5272debcc31130c6c4f82b85673b9,argan anti-age cream
3323d4a582aef29b0ea1a051c13dc5a19dffe161,household goods
fbe8799abab32cb12c70706b2b48bf0f2e224145,punching machine tools
6019993e1f7e5366e3d770132495136350869bc1,cocktail snacks
6b15177dddb657221f0d2bf08496496220d7f3a9,chip factory
b69ca84df4403e23f94b4c251fdf85d459c8b029,portioners for packing
33e5b6e6b9739fbc989215c36404485351ab7390,flat plate collectors for water heating
41fbe92ae84873f360cc58c9ec41710a29728ad1,containers for cosmetics
6ac59115f016c8d3020ec7d84c6fd0f0b97ad31f,plastic packaging for cosmetics
a6224c49dbfe16e8512c11d09ec05c7449159914,cbd application
a978afe7d03d7a73cd4845b9020628c9df6ab602,vaporiser
872ec15d2f84d5c6b46cdee4d542575ff8c818db,sheet metal punching
561982040b32a1536818211e78abffac4fa5f698,lawn aerators
976f3272dc7780226627a31195275867225c3948,lawnmowers
7d3025f7b49687d6b12801c46c8feaeb8fdc2a51,serviettes
f84a91f34218a335b6230b008399b806155a5362,cnc finishing
729ecc157a0d1e3243eca654960882caeebb8e65,cnc production
19d5b9b968363e90998fc19797a93a3c29c4a059,cnc parts
642a85f59a0cc2fff51db39f27b7a18ea07365b0,cnc cutting
50c30ac79763407f3fb62cf7b35eba63463e1f57,made-to-order parts
3a8a2ab618bd62f82d662f145a816d4c528d4d80,special parts
189d02d458bd8564233136ce881af67b43fa787f,motorcycle riding school
5f155fb88b38283bc169feea7ef9a38146b8c25a,tipping vehicles
eab3a3d3c92352355fa31709d8ea9242901391c8,flower-stands
0b013c0388453e997d4bd6345afd30583274ba6e,sliding elements
425ea3292bb292374440d0b4b563d2f55c4c3fa0,business hotel
0a745826aff214500467bb124ea129ccb82d191e,aluminium cases
b0ed81922dfc124df0c22106fed0dd4dc7407a85,customised cases
af790ac2d9c41a631b1f8478d1d725ffb4ad9478,oem cases
0985f3c607aa65a052fdd9a11d6f0e20d83da85a,small aluminium cases
9f4b073ddc7fb574669c64e5431947c76489c6d5,fieldwork cases
de47289a97bfc441b83b7f37bc9701ca27951eb9,demonstration cases
bb5719f632206243c227dc5980a5c111b3150a12,leaven
728bf2f6aadb0582e683fed0b832e6fe409b4f11,loam
19f9f21be470092ecd67f478ecb73502892542d8,"lumber, planed"
a8f87f2a7fa78e57858191776f257375e5943d3f,flounder
4726e54765f1c19ab06fe371b551548d7854cd9c,chemical preservatives for the food industry
aa5a4ac90b59154834423d1789d4c950b5a372a1,adhesive flap
74f3b03fc035fc05ea58c29d1e913af26142d103,official supplier
606312d48986119ad6b5daca9fca5c8e311e5496,articles for plumbing
7be55eb68491f7fbfb72c364405e0da5deddb654,crisps
cfc5a283afe7d958adb16c5c34f939b2aec928cc,wholesale fish sales
31216940d23924a5761bff2a101893cfccfc625d,processors
166968706afeafb5a33bec77f6c2ab3cb819272c,silent fans
44724b5432c6a754b6457e915356420935e81079,household fans
aede024607db9a5843cfb405fe0f492964d663e9,led downlights
76025a944715f14017c64ca343609b1008a5dc27,handling chains
41278a9dc6bb2c7bbef4a0e7a25a92e4d8e8fba2,material handling pressing chains for wood
5e367209cf9287b501ca3580907f7c1e8accf9b8,anodized plates
ca9005e27230a0061bf6e06910c981a288ad186b,pharmacy containers
6a2eb7b5a2c18d5f9eeb467e493e529fc652d0f6,parapharmaceuticals
60843a42f044103cb4826f44708408384f25a0af,international mobility
82f3b91403b1080d0428ab9d365a3dd5ce3fcc21,farm equipment
abb7bd09be55ec79eba8c3c63f52098df8dcd6c2,cattle branding
a149b98b6c95153b5cabc80ac514507732b4a8fe,cattle castration
e949987f231a70391b7f32f8fba0d9e8cb5a655a,agricultural building
bef541e2e965382447a6356f25fb4181e04719d7,solid colour fabric
4f350634253967d21e33940e562ae09f3a30b8dd,agricultural requirements
e8ee98b52f73700e2b1ea9fd0ba77fca6358141c,agricultural economy
8580a0daf99937627508b413c869de93d0de4dd2,agricultural engineering
b4b3e18ff703d6918b3f67fd426a6d7505790bf3,milk processing
e1614f0e89e5aeb65d15e16bbc32500c283a8e2f,grazing requirements
32c60abc4d7955184854aae5ed0f4a0a1554c4bc,meat processing
29cf7464cbd77dfc862e51e8edfa8cc941105e0b,farm requirements
db15a3e20f9a62987c6021b867a91c85b07229dc,outdoor lamp
38df67ddf6ccaded6cd445bf542c35b2488050b3,system repairs
34b0161b27162b514ef9a4481286322160388c7d,bottle washer
e6ad9bea85b33b06de26066a5399264e1007e951,capping machines
8c5f9fc1b23757cab2c9aefde432afbc635a82a3,hydraulic system components
c8b12d812fa077040e7ccc053c1751da574a98af,silver pendants
03fa3f99657a9ff9da733b61dbf6529d279a0079,silver rings
81ce8f49a4405df55b0d7df5258b536692129fc4,kimonos
d8620c40c60d49177b2946ba3ad6584cea005665,bathrobe
9b538107d20e4fc855f2f305881f93472ec8d9cc,terry cloth towels
9ac6dfc5d91ca4d60c6a511d11d68ac062b71123,"menswear, ready-made"
10633e7b40876d49792cc96e9e56fef7d7def50c,b2b marketing
de01f55153b0c556e1ee6767ba04ac2345f3a6c4,wooden gift items
11ea39a80cf635090c1f4374ef32d19303fd78cb,natural health products
4e3f1b2b97602e30f556a73b081e5a31f4825d9d,industrial refrigerating rooms
c7ce7603503456a6b0b5403ca9d9bfb8c9967258,cream whippers
e64f80f956e256fe3bb018f5b6c80055d5a13a03,cylinders for gas
ee22ca3878ce075b5f3aeb2f00ae02a26d7c9c8f,kitchen equipment
5c582abcc7c60c5fc5e793ccf208b2dfc128fb7a,disposable n2o cream chargers
d1ff2059004962de4286f0fa3860704bf15620de,"joints, pneumatic"
02f1ff71bc670465ab2c9bfefffd31edab94bac3,universal joints
786241798031b2c954c36e045b9be58a834dea71,lift truck gaskets
958f5647ef9fc61679d52be4e34ce9ea5531d10f,levelling feet
bf735b97ba7fb5058ec777a731de2b38767157f9,t-head bolt
7e023f5b2a1ad132f9b98025e6cfa075a27ced62,hollow rivets
882555d3ca602baae63182f095caf4dea73abdf6,special bespoke part
5e7045dc7723f58007b143330e09346993cedb16,straight pins
7f35b16feb522529dc625b286914ba80f149fc57,shoulder pins
6cd0ff571de7f92d6b8218fec0b3f4c30dc0ec5c,sim rivets
70f5ea74fc0b6596b9ca637eed63f0b14b201300,u type rivets
60c8808a40dff27e162cf02a7bd0d52fd57ab6f0,tamper-indicating security labels
7c3e8ad6984ba46bfea0c6492b6e8c04885398f5,metal hardware
081e34fe5c666ae3cd158911a102f40d37a32456,rotors
239ab5fff5828b52c85969d460f519d3c93a87de,floating oil absorbers
8b698abc7ab8b381e50a2ad01130f35826261b87,agglomerators
e82ee700881c8bb8fc1a40e9a20d88bba322bb78,chocolate processing equipment
467afb1a91b93dbf6ea757802ea21be77889b30b,tempering machines
1154ccd4d728f0541c512bdcccf80f16d934b33a,customised cutting
0c8760064df3c7d41c8e3faddd62910d6c8ca3c5,special materials
48d98ddb6c7471fc7b792f40e32761fb6bddc9c0,veneer products
cdd953ef983e989048c9100bdb4a9e478d77ea69,window repairs
3b24b2cccf02af09aec3481d5302cdebb760d777,food-grade trays
63bb968096639c30a6527fa8a70eff4a110d0aea,industrial crushers for recycling waste
ccec0267c75248955fb963fb34a080ccbffa559e,magnetic drilling machines
7b7d7db8d2b6056339790204b978f59cb47a9a10,hole cutters
a67f7cd9bc8232bc28f2df2961eb6363744659d6,electronic distributor
4efd3ecea2e3e1618dd3600e412c2f768983f171,connector technology
17bd552050ca9b73d483e4eed3a264a989170286,pheasant feathers
b69919cce86b6a964e4b8997fb2772ed39acb07b,wedding announcements
b23c31843006eeff2aad08bc84f1d2a0fe4fc2b3,collagen shots
32e17ade5086a7550ed878014913a94fc343b18f,biologically active feed additives
bffd18c97cf223b7fe00434cd601766828c3277f,zootechnical feed
4714c087047079798a466b581319134437937cb1,emergency power systems
dc2613dc860937d273e18ebb71d8230b099f75b6,punch cutting
279c69dc6e4f0224d798fc78b92dd7db773b18e9,bronze wire
1ad10e7046508e80a07355fdeef7a2fa7e3ec748,galvanised grates
ae02e32fe40a57c32e91aa6baa3dc320c009dcd3,broaches - machine tools
7e47e3ebcaeea3ef9f5b36a1e742454b733747d1,axels
3415bedbbf27599b02069fd7499e6e1c5b3c67e9,turned parts for automotive industry
221491c28f4571ac87e07e46ba9f262ffdd87d4c,shafts for historic cars
6df66dbdb88a38acf257c3ac691bd7b670fe71f8,pogo pin
b0c43a6f91c2626c5ad7f0694afb52ec0fcb727c,pogo contact
ffece083b907a74db44c272f36eded2630fabc11,switch probe
da8fa0945a337c329d644301359805e753516866,switching contact
277091dfd3f4b3ba1afee36e8b34a0fa6f028966,high-frequency probe
d5b56b9559aa52151a470e13021cb06ce9a1a554,high current probe
13ba6e8be5f0e047ca33033f3000e0da806749d3,high current contact
8b47e3bc5b59fc53c7257bd94ba863cdfdfce322,industrial magnetism
892399813aa8cd1447483a1c02dc62cef57187fc,magnetic separation
6f85e6806fab3eaa206e2f378e1a17bea8ee9a76,magnetic lifting
70edc59e71005e0d708010dc204bda35bcd1cc5a,transfer of complete production lines
392d87832e1b4ef1e1fe5d320fa1d260c71c4240,brake pipes
45b4961200789ca63d61646b12c466a0fd261a14,more than 20 years exporting vegetables around the world
f5d3e75b5c979ebf3a54382ccd8b651fd54c04d7,dry destoners
8bac5d5f8c79dc3c0ee2e82c655e09e0e30865da,skins for leather manufacturers
09ec940296535aabba3cd4696580f5c4ef5fa8f2,small metal parts for leather goods
2fc12071a05115a636d14c7b6b9f430ff7cbd58d,distributor of food products
00b58a7caba33697e6d5fc5e1d54e4360386add6,liposomes
19ef621a4c5a71506efc67ef15ac5ca055f578cb,distributor of food supplements
f4244397f747750de39467b88865b0043562c574,stainless steel tables
2f47309dd03981f611d403e29e131a9b68595a22,sinks
87299ab08778194a5965bca0ad8b71f5fdbf3bf5,lighting layout
5ce07d9e61b69f1d50c78b13083e7f26dafed950,horizontal boring machine
2f2c51664acb23d5262dda6aebf503eef5237fba,horizontal boring mill
f45a7db6d82f500afc186c7a10196dfe9b863c41,quick closing mechanisms
762096d00725fd9ff7d205e115612ca8b334c460,betting
7bacf512003f37590fdb819abc21a1abb0ffcaaa,closures
ce6ea216863b06a9d277d52133a4fade782f85b0,"vacuum cleaners, domestic"
bb5473682c12813eac31dfc2056fd6e0a8698098,centralised extraction systems
098bb12bffcb103dfe24faea226d3f70020a4d64,refrigeration units for transport vehicles
bf1ce3686aaccd2b0d6d871c0b1cb92253592c77,clapper valve
40f053f720a6edad50ce2089c81986d33ce860a4,marketing of fresh seafood
fbf9eda0493f459209ea38a3167ed6868bc2ad63,wholesale of fresh fish
1dacf4333b8dc4e02a623a8f4e62df2abb27ece8,bus lines
f7e46a380999d36b4bbf3160b271850e76e45ccf,metal fastening pins
e0476fbb09d041c47f63b5ee49083192febf4788,packed pistachios
819b51f5ab5ef6989d3b21d5ddfd43288510b09c,packed walnuts
f2c4bed93e81144e92ab17f66aa6035917a0cc42,oil presses
6c854af3470c55f1a634d03be7319ad9206dfac8,welded structures
3ea0b2707031b7b62681de8e0fe25db5067f66d0,steel structural sections
cbe3a7ceb36968b4420200d1b9f60dfd0323704f,steel beams
f6ca083ba6a7af5693fc8c981ff3c53c11814682,laboratories for agricultural chemical analyses
107088a00d6dc09eca7a84dd39665e7c1ca2590f,farming consultancy
e32af2fb1541a2e0bbdbd5be21c08db647008faf,road haulage with full loads
8c378a799930814b9bef341d62570448818da44c,glass floors
58b209bfcd6133e0c1facac70f9b7da22764653c,systems for the food processing industry
a5df6e9280634eb45819c4e903eb2a2a3a3e4fda,automation systems for the food processing industry
8b1819e8693b0f6d0d5ed7e4d4cc4245b4f471da,advice for the food-processing industry
c26ee1f7bb3e81bbf5d41bb07ddd3813cdae716e,cooking systems for butcheries
76dde6a935f067644d58378d7a3452e270e55621,boiling pans for the food processing industry
979831d1c8949c704aea3e14f0730765011f8c60,air cooling systems
94815599eec17dbcc594fe7a24519e264aab6e70,smoking systems
ba7c8405d24ae56c46002ac94d3ef9f7caa9abc7,charcoal export
e7fdeef9c61df8640b93840857916c2fba1a0e5a,charcoal powder
7f90486c44ede2553fd96b959a376a2cf0dff079,cnc sheet metal work
7be2e49a52f660d2aa9d89441d6eedec510b753d,bulk sale of artificial flowers
3c8afea831615d5c477c3e126ebe8e0fd296c5ee,burnishing
