clustered_id,clustered
e45b0d86d41a570aeff3b06e0eddd9ae695214d2,heavy-duty portland cement
5e4ba27237c9a69e37681781c384af072b019426,quick-setting portland cement
5ca349fdb80f940cca2150cd8174b7f959515546,rental of machinery for public works
532df0bdb0f12728e509d005d27fb6437f7baf83,fabrics for dairies maker
c873be48ec8518fba6bc951e22fccca0fca4dd4a,fabrics for cheese makers
d3ccc5bf0a0558c0ceb4e1fdecbec4f40d575800,pedagogical learning
6f5ed71d9fb2a961f9f5b13e409e9ec5ff12231c,scales systems
6522df37f96d9b835f25b0f7bd9d96a59ab9c3ed,industrial weighing systems
e57c32bcf3ff000ddf409f7cbcff092920109bcd,drives for windows
7c36ee622c538768a92ec686a443f1bff52eaf38,gas pipeline systems
360fad804223b310e710324e8533ce375ef489ac,gas pipeline equipment
97baf858afe98a6d0d41762814c36a708ee94e47,machine shop related services
2c7fba49380be2a63d1f9f8c9fcad20bb1d23d0f,boring
1f5501b21bde73ed36af52ea383e16b181d6061b,printing machinery
d8997ff635e2aaf9d6f9d16f3d95ee0710129e0e,setting machinery
8ff3c3b59b282f8531ab5589dd5b0c36f01b1111,machines for flocking fabrics
34ca9edf8d048374bf822e6ddddf48f6e3027f7f,equipment for flocking fabrics
0c22d6439920db495426d7a2da8b79dd354ef9a7,wood arbours
f0bcd688d1bd853aa5e4238f4b01edb8f936c74f,professional barbecues
00345be47304aa4b50352988671679c6845311c4,professional buffets
61bd9e4bd3cdeb347a4270bbc06e5d1b369241bd,punching machines
82b390de4132e72217fc273a57cee5cbc5ad4e9c,"measurement equipment, pressure"
ca65e6d8848ac08f1b71e130e337ec991e8b5c18,"measurement instruments, pressure"
67a9f2d3c248f38d013b2960d4eaff4ff1e1c8d5,"regulation equipment, pressure"
4d2a76a4cd71a70fccbd41eee995212f7beca96a,"regulation instruments, pressure"
898d61ded95581d24a611806321c4ac237264e88,"automobile, industrial vehicle"
0a273f26ab70616b9828fe5c6f9f25089b0667b1,automobile accessories business associations
272c85f7bc5b68eb4e0038d942f67ba110d5f1fc,plants for packaing eggs
2874fd168be39a8c5f040e1259093c8d70c4605b,equipments for packaging eggs
ee5e70f2f835e7ea85023c21dc331fa38584b255,waste composting hoppers
09a971199ece0f291712dde823f5afc68838fff2,containers for growing fruits
2ab47756a0fcb77f088db99df6784afbff9ad7f3,containers for growing fodder
de2327ce9be81e6cad9e75326e1bc139b876ace8,sauces
db9cd4d0e9d350ff858ed5ad49ae7392a979adb6,seasonings
f187a42b2371715c6e46d0e16fb7d2e7294ea923,transport systems
6d5efe8c39f7b084eefe37c704fe4b207137991d,machines for washing metal
7d73d1055d551609cce4ea8b3a40b1b938256251,systems for washing metals
f79b07a573d99894537937502f34210f80c4944d,chestnuts
f96c1577da86cf05f5e08319ec61e0ab088c4134,metal engraving machine tools
45cd8d160fac27302b809c5d6095132bdbe92658,measuring services
a4d42b6ce79f361d15a0a1dc94bfac5d34a2844c,locating services
91b5be8baaee78826c005576fda4879e2b7e0ab0,stowage equipment
2f25b2ff56b17fdb21cbfd35732fa41be047e30e,stowage systems
f5179b86c6b5a43491319d306f4922254ecc9ae7,organic carrot
a5062df106718ed931532640c10816a02a637426,organic beet
c714f2c665566cb637a31801b3c10bf151c373f3,forming machines
51a189daab9cf3f21655fe9c6b0895910dd971ef,silicone foam panels
a8ae239d0f6c9bb665af99f1343a886d4a550bb0,other materials: state
9ae6d54ed6afb6d78a7a7d71d1675120fc427904,other materials:quartzite
18171f9c277ef029400ba883566fcf9f2a74baed,other materials: sandstone
eae3a821034e92fc9af724b4b8764a8e61311ffd,delivery warehouse
1c82dd3e888bf4d3664ace08c6bd776db107f0b7,dispatch warehouse
0af2c865b4fc96e352db1aad195a4458e140494d,handling machines
b935a3b19c8f73425ec85228daa0ad7dbc85eaa7,handling equipment
96c6b6a7a029a0ba5a6e8214bbfed863064bce49,underground railways rolling stock
a7a60b68a618290582c75a41501d08ffecbf61a7,wool
3fa9eb3a34108150c3bffd0702aba258b651eee9,device manufacturing
05c99a6fe36553406e71246ff76d59a3d68c18b4,container manufacturing
35ef8f9a5e457f02e405e7e5b416ec56fc4de4ca,paper articles for the beverage industry
8f678fe78654444364fd65852a37c55cd01c09a8,cardboard articles for the beverage industry
664294e165c78c1b841148706f847a0f77d6d152,systems for dairy products
d46a0ff4e0b8d8527620c787359f3dbea50eed11,equipment for dairy products
198637637e42fd87178a829f0e162dd31baf888a,mechanical engineering
9bc1cf20bde111be33586fb7c0efba6b31e0e5ba,servo-brakes
c8a83bdfdd887500a70767a5e4efbb2266683d32,oils recovery
5dcb71af7fb100aa7987577babc86e2853a98f20,oils recycling
553e8fb3a180b7f8d483e3120c8a7b1ad0348aea,systems for the cosmetics and perfume industry
27e17ef9003a0ffe3b69e554938b8720d657613f,machineryfor the cosmetics and perfume industry
36ba4015d5c1944e62ead6e0e5a783110c3016f4,accumulation tanks
52ed678aa11f43b324a89207336021daefffcb75,water reserves
3e8820573229839913cfbb5b39fdacd0da951866,regulation systems for gaseous fluids
92d8acdac8a2735b5924a76ee7e64c764c3780bd,mixing systems for gaseous fluids
b26d3da05d05021c14e53136fb71f238a993822a,fish supplier
588352027bf2821b03574789bc3b0e73287c9ae7,seafood supplier
0aad7109ed9dcdd75772b00eca547e7230404d92,cleaning medical areas
1d072e8020f8dc7044d763a82cdf4850ffc707c6,disinfection medical areas
6ddf79fd60ea50332c82038dfac33af5c4b3848b,exhibition service
549fd1d9f77c03a7bdfcb563c8d629a0ce108d2e,stores equipment
9a39cd41b7fb8e566c4a46fafb2ef5aaeee3c68d,"deburring systems, robot-supported"
dd6272eff4b303b392dc14ee48aa473660c9b020,psychological treatment for well-being
256104f4e056bce17957a36d0bb760a70b55233a,physical treatment for well-being
0eb899faa91feeb55c4d4e1855dce2a2a8531281,pharmaceutical equipment
3f2203752ab4e8d9d4262ad66c1e6ac956683fa7,blocks of ash
7526d50a2b939aeb664919998d2a53d1a6422a21,blocks of beech
b970d2241412866fba375e30c9cd578a7bee01cb,"wines, portugal"
b622bbd34981baa61dcfd6b015ada6d9a3fe16cb,diamond-tipped tools for watchmakers
40a34a298b32ceca5bd32dbcdd73bdfa42cbe548,diamond-tipped tools for watchmaking
0228a615c4e709c5a996b964bfdc6d4dd815e0b1,plants for the production of pure alcohol
517ffd008cbd1819ac1b495b728eccf8c4484f0d,equipment for the production of pure alcohol
d5ed2f556ea78af5f21d68d205bbe6b085f5f5f5,resinoids
94f99153f3fbbc718c6c47950be73aa2ec37a03d,furnished offices leasing
9286a288c2488036d79348d219d6d38d6d2f2f7a,cnc turned parts
4967cb332580ff2a45f68e6faa222a34f477d854,milled parts
2ea62191f5ecc88a932bad0acc32932bb1b17e9b,customized business
f3113be4e4dc818c451c905c4c52be471bb11945,coaching organisation
ef239baa398f87fdf2a820d32fca8328bcd9993f,career support organisation
b651115f8bdc7affcfd0ecad4236f27b6c1a034a,"oils, cooking machinery"
69cb960892bb7912ef6e617dab9d069a10de1e60,water retreatment equipment
e5b07aefdfe57b8cc66afa308dd68773d03bdd7c,water retreatment installations
12154247d706f64acf33ff1bd7eee9dafd2854ea,cow baby milk
e219f4209078d6e16a8706081020d6bbe514248e,goat baby milk
23553e58831514ff10e12f5ac7e92385cf7bada4,surface machinery
80deed4436acac7a74d882ab81950e557a158fda,surface equipment
7f93499e05e3872ded523bb1c5396e53e993a389,fishing sports clubs
c43ef4771a3f558697fe1fabfa90e6b2497d963e,fishing federations
2dc04ae09e90c82b66062d71df591a6ad14a511f,hospital care-related waste
8672781055df27a361c23a676d7a0012d011dc47,health care-related waste
e200ad4cccfaecd44be644b0e693f20f55daa3a3,"vehicles, telematics"
c48aa8140a27919844c203d07125706cdab9fac9,storage tents
b68134042045b08737bcbf40ec0f4f32e7dc03cb,unloading systems
71812db40489814d6d1dc45c25a174c51cca9fd2,small parts for furniture factories
d4bb6b8386517c866a8438e90ed0e1f3b3ea3e9d,cathodic protection for gas pipes
8ac2e14cf60989e005b242065574ce2ece874792,cathodic protection for oil pipes
018bc895cd71c36dfc3e128bd029a4d3244c9540,hunting magazines
5504a93c5da7f91cefc546fb4df7caf2407a5ef2,fishing magazines
39a61304c0c1b59f20e86e2b05c7355cd45bbd6a,electrical control cabinet components
f2319bd488a11fad55e8d5027f14ee11aefea45c,electronic control cabinet components
69feb1893c5228d5723206294628425f05ffb98e,processing plants for adhesives
0cc7cbb59d71119fa603bdb2415ba1f4a57a2f71,processing plants for glue
6acae5a848a81e0f1cdf57defe582a611e2665b9,joinery
dcbe57a6737f9896baacbb464bcf4e6d9ebdad4c,disinfetion of air-conditioning
1d3de2b0faabea38ede26df7d8d931633a128240,hydraulic components
34d699ab4a916561bc677ea473f9539bd48ee059,used systems for woodworking
da9ca99235c6e29d5aa2a5ff7b5ce2d3febd7ee2,poultry salami
fdd0b86f47d067b2a95e60842ed32b9d924e49f7,"pipes, titanium"
d5c2947514dd8a10907a5747cb6b4e774102fa3b,gaskets
d5535e00d48e77bbd7b79a81fe5746035c974058,pasteurized products
bd111dcb4b343de4ec0a79d2d5ec55a3919c79c4,eggs
47a1de8cbda1b1159e557905040d04f977f85865,dirt-trap mats
baec51a97970b7a635f5fce8cd527c18bded6c4a,"tube packager, aluminium"
5f42e66c94212ba1a7c907cd8f00393ede40b59d,laminating
1ac5f1ddd4769fb1faec2d5930ca9560e42d074e,backing
ab0c3e634e59a9edb9a847187a49753b80ebf07b,brazing
f7387c03cfcaac2f3f850c2645f6db9b25bf94d0,cocoa sweets
165b47ec20c68b618a7b4cd6b9ad77a61a93cfb3,punching technology
16a24d3aa01039f469bc52e40516ef67342b1d7a,embossing technology
b4a82da0be05a12120e6ecdf4506a943b2f1d2bb,ribbons
cb963ebeddb285ea22cc9d507f2c61a72f0680e3,liftin chains for loading
1a2b075994db35caaea6c16931a0be93db9e2616,lifting chains for unloading
6df135d41d5f91f8c2d701e44238f53344d5fca9,ceramic interior wall-coverings
4fa8fc90ce590d952e63d8293bdd01fd429884ff,straightening steels
1b8d7efaa4e3b99b76cdf97b494e048258330bab,straightening metals
5d88df8235764ca2a9c74c3c56f27a3b2bbfb65e,paint plaster
be45f5b0c774943c2568b28fc16156bf6f7e9057,beer garden
d3fb2fd5f76f83ef6749c327b688b36540eb1c19,scissors for household use
45dea2e1971aef4b79de2fe01ba303ccf350946c,shot blasting
bdb645a5302a07ce42e1f6322c09e78d7675d9c7,hooks for picture rails
05b55e7a6c6b456456ef6f5f85d5fd72b67460bc,rods for picture rails
41ebbcae3089874e2a3c652c0d6f5bf1a4c61b83,"stainless steel, acid"
48b670be20ed59024f416a7f8c73ad3c8a9fddff,congresses
f09bf64ca5252510575359563be71aaaa29fc5ea,"drums, metal"
aabaf413cbf92ded9dff53c6618eb94ebaa97227,"barrels, metal"
0a29fb567df56c57716c0dbb4fa44ee4e3498a21,"kegs, metal"
9ed262a1866f805322b34599512f6120509c5c93,working of allied materials
84ff59ee975566d595eaf12a601c1d1ec5fd7daa,deburring machines for rubber
693f2592fc5dbc31e63f9255246756a9de6184ff,deburring machines for plastic parts
f3ef0aaeb84bc584944bfc821d879916419fab60,granite products
e95cb71fe7a4b7504df02d2157f7e8f1bca2905b,similar products
87120d659ad1e7c42a980650fa2e43f6bbf318f2,kneading machines for bakeries
501d24a2fe76167f28d6abb74861df1cbdd6fedb,kneading machines for factories
4f5e502cecca2bc1e2185ed4ad33ff6b820480f4,kneading machines for pasty-making
a8c3657c4fed427af00e82461c8242b76ee89f82,consultancy optimization
29221a91e3c2544630c8395f78da6b5088f685b0,aluminium doors
375f416fcf9764699e3af16f21907c033235723d,gaming tables
77fd67ffd5735216def6a2aee3e958e8178edf60,gaming accessories
061afb2d6a9e9b9e58f2efdea87da392affd3ce6,multimedia intranet services
74b0837b5b5ea4eeb9ff97cdc5e0fbf4a91b5db0,energy services to industry
cc968a4484ec01b244569c852338d844fe4cdf17,raw materials services to industry
e8b658462fe9d48d1c2fe57b30e344a49a225122,advertising brokers
3124db6521106fb06f2b5923c109c3e6faa2efde,advertising agencies
06ad6055a56e43a79b064e88e2926219e427f310,screw capping machines
50acc89bd69c7ebc35b7e26f96b19d0b1ce42195,press-on capping machines
bc096665b10242609204174da0d4ff1cfc0853bf,graphic products
44cc35f985dcae3e63964b4b64ffd32912dd5540,plastic arts products
d7f17682fea55bf6373b120c8bd656e471ede56c,design supplies
72e65e4f8ae7da7040207f30f0c244d23def0132,emerising steels
40bab76d541fd246085a4770d781972e66d0f3f6,emerising metals
d6d4e044d0cdae5f5c2c8dc65e0b7103224dee1f,sheets shaped
cef07449d459cd442a97edc146c783043493da49,pipes shaped
4a2defc0e005d8300e99d74c5f4a86d2fb6ca95e,chambers of commerce
1785b7aa9cc45819967bfbaacea3b082d241d355,chambers of industry
4dd3bc0d1f085a4cffb8638a42afba95207b6f67,rental of machinery for floriculture
8dc300fb2c2a7458974a10fcfdb377147ac562c4,equipment for floriculture
4fb2722bc0fb81c75b948f6651eabd4a7f00abb0,halls for conventions
a5ac325a1e553cb3246d2240a37baef27610642e,halls for seminars
8b8f4989f91cfe2405ff82c5ca3c6b54ba4f9489,oriental products
0b49dd590b6effe93206b41e977792f11db816df,turbine-driven power stations
54e21dc2ee6005fffb2bb3234d8f145d935ebef6,pasteurisation autoclaves
f540396d6dd6a240726188cd0d82e2f072b7fed8,export of plants
309ec555ded43d5e5f17bcea56f847b44bed4c39,export of bulbs
55029623f0ee3921db2795f4a170a19f20e04afd,hemp spun threads
cb4022f70546a19c222fbf5f077557c0a3fbded9,glass items
2fcdf877071121fdab42fc2d4726018d2a7ed61e,juice powders
89d43479a1ff8df0ce3a6711c5970ce1e6c450b2,yoga music
df03372b21938183b8208942af6eb616e5d3186f,wellness festivals
be573fb891a605138ab57a4aac10088bb0a26899,filters for lorries
7a4109b2fa9c057d0336bd44905b07e5edabc5d6,construction machinery
5574c88eb819c7feac840c7098ff3e5fe0d175e0,flaked ice making machines
44e1b4b380925bc5edbdc61a3c79aea7f60fc96c,aliphatic compounds
d050b6324aeedf9190ec09e98e02e50b21de3dc1,plant extracts for perfumery industries
0a777ce768ead861e7ad3bf939cab4f98c913769,derivatives for perfumery industries
3d61dbe56c2b85d79eb918ef783512c68c1c6d41,hosiery machines
4748ec191ff3e57c5c0b17e4bd9f1d40d92ac760,hosiery accessories
47ff6e5d4e3f2404337fa8ebe8038200e3cb407d,insutrial wall
26e8d8952413272ebea61e6d84d9d7c9933f2971,standing cabinets
c7052f0024f97b8c73fc99cc4c0c337b1c5f7bc9,metal joinery machinery
40b36553026e3c7fa1f8c8342664d31c7dcdb2cb,wrought iron machinery
e7319a105348e4c4951ce41e4a3a63ed7a37d94a,metal joinery equipment
3da3cfb583107abef345887aca9a1f366b6e6119,wrought iron equipment
9c513835634d73f62faa3df32fece99f5e46df79,thickening agents
e49e6b338e6c21bd9e8301292a3dc034efaf20d5,plumbing accessories
dc1344d8725f48e7f34a0832a4745a367428295a,gases apparatus
beff76f57051d5467de517d780bde1f81224e1ce,gases equipment
30b861e69cc56a07c092cf2941a5ad91613fea36,machines for the building materials industry
2b52c30ee0d6431981be2725d2d26b58b688ec4f,equipment for the building materials industry
a854bded7a9f7df70b96937cb9f4e84ae779f77a,encaustic cement tiles manufacturer
7a2bf8c89b549384a504e961bc64acc2c924dd98,encaustic cement tiles wholesale
2688920fe5b64b012ccd371ade2894b531e101a5,sustainable packaging
58d89392e83b9e219b70c3bb4ece42a9e701b172,environmentally-friendly packaging
075fe3a29dfa17c5ff65e18a3ec2d1248cbc77a3,ecological packaging
7aaadbc82d251a36f6d30a77b2a733bde8d3603e,metallised film
cea8bf8d5d338b85989da58f65eac9e1d13ca1df,precious pearls
eba23b903bafc23c323c78c01030dee0392b0748,semiprecious stones
e8cf8d6d90e9e7125179d87a5774b7d062ccdaa2,semiprecious pearls
74507609aeecf3efa65743549c25527e6c4447c2,control panels for heating plants
633f9d39e7bfdd635716810cda9b0eea8fcad757,control panels for air treatment plants
a8f055539c573bd6e7fb86c308fa025169a42ede,quarry owner
1932ea9ab960dda2077efe46a0483fb5197b5720,"aluminium profiles, insulated"
d2a7a96915af695672aa852c3e63895dcd8f3a7f,"aluminium profiles, extruded"
6e55c513bb6145883ef41b42d1ad0955c66e70ba,textile flocking machinery
1dd653dde6f09c7808c9dbeae220c4f5465c1cfb,textile flocking equipment
1bc1ea5bf8f6e60c680007f5f131c1aa8bc45e96,plaster profile work
8ef638a895b7efb90c788dcbe53f0957ff8fb23c,cornice work
f39128f47ee23aa7f8522caea2c317b87bad8c0b,"filling machines, combined, for bottles"
557028a1572d610f548df405c9704bc6bce2fe4b,screw drives
57c7ecec9bc63663f4312f6b66c25c1312a24eb4,machines for flat glass treatment
562c90e6d30c7849d93d05ac7bc3abb0510e8766,systems for flat glass treatment
1d8b69cd2b0f850bcb2b013842b2737910cb166d,air conditioners for camper vans
32fca244380b1ab2050739422a7ae5ed456e9964,greenhouses for floriculture
b4c446ae4eb3889731d983e09ded20f556fbfbec,solid masses transport
3abebc3cb2045605a0e2694bd4822be2fd4d2d8d,advertising promotion
7f44448d3f70261131fc16643f5d02818878f764,advertising activities
56c7830c9f894c1f3237d51f7a44239e4bb7aef0,snowplough removal equipment
ab8a1762222c14a4fe638a5630e291bdd144eba9,snow removal equipment
7359a5035d6b127d2ab8cd9cdf069ab542ebae8f,toasted food
e0e77feec05907ab0f70982eb14be7befc044c3f,allied products
46b478371ebe92ae44a576e5aa6824e46d1a18e9,butchery machinery
26309fc8e33bbb923bfab87e0296ff117d7cdf5e,butchery equipment
75b2df5b8e4ad24585255aff7aef9d7667cf7043,high temperature quenched
6a62b8120635967c93109db850c224cdc93153f7,gathering office collators
f05a228e45df18c111a6ca40c5f0a275165e768c,engineering studies for hotels
474f25ab8ff445b0bb7d90d6b23cd30bc2c904a4,engineering studies for restaurants
98007a762daae776798e0631ee9d33f785b0c75f,decoration
0d0cd1bb39b236d5ced760a441bbd4c355988ce9,trompe-l'oeil painting
6d85220b1d82b5f7b658dd8ceca9e94d605b71d7,"steels, flocking"
341aa79b65945dc61b2e46b66f59fd3653a5a12e,"metals, flocking"
17cf71591737e512186824b77346ca26c388efde,3-axis cnc machining
66ad8d078d67b1524bda6f3dfd733a3cd2a2dc2e,5-axis cnc machining
cc176b8f36ccc09b98f154716f6ad1d08b1a997f,ink distributor
43b2e2acc8db25f16485d59071d11e01010424c7,toner distributor
4efbbd0c37b9fa6566c5e506bae6e5435861fce7,"pipes, precision, ferrous metal"
fb21a7b527b3d88ffd23ddc6b1697d407c133e98,"tubes, precision, ferrous metal"
140ae6d7fbd60682bf67a2bfc46607cada04d58f,crustaceans
8e0625df4f332528e80af504805cc22e01dcb8f8,"lighting, safety"
a8853cd83802326cd8ef209dc1f000241fb5b1a4,transfers design
0f7cf10a1bdd81588440dd93bdfede27c0fe3f26,"machines, plastic"
5c28b3b1927ebb5c923a5d5cc3cfff16659b78ad,"buckets, crane"
8d676ac83944e48a77650eb5b0227d281106be63,design of sun curtains
3f78cf7f2c94461ba614e02b95e01f7148df2956,production of curtains
1b2f3ffb70df58a734c143473b77abafa149a691,mixing plants for special waste
a967d882f0b14746db8349da7dcc356ef2d992d9,mixing plants for toxic-harmful waste
4a4d0a958cef358efbcdce071e8b104923595b93,foundations works
b51e2acdd6d18deb1958c9eef2cd4349deb8acf1,medium-term car rental
e55812b0f9167231bd4045af4b1f02d32084236a,grinding
3b2eb53db177360d13627b28f53fce48b256bccf,"glass hollowware, laboratory"
41cf96d8045b06be37f97eb7bd0b6d2a5c681960,"glass hollowware, technical"
1ef7fb9fe4faa09607e493e1b9e44cc7eade3efd,"engine testing equipment, electronic"
36aa5a439d8d46aee45be19ec878548ecb868f10,"engine regulating equipment, electronic"
861e2e48994c8c0d3bad6c21da4ddf1056229da7,rentals
1057042f29476b6578fadea61e9be0dee119f2e3,repairs
e3ffe2679857a47f53027694c3cf5e02f917ce9b,odour neutralisation
76c71d5ac7b8a2489152994c3a980912187b5106,air disinfection
42ef95384313ec04e7a3c7b6211b822f150b27ba,tiling firms
1aeaa0d207a0187916df46f41ae4de97312abe86,paving firms
705b121b647c52d6e36186646cdc0aff7c6e654b,toxicology
80fe518c9db25b18d405c433e4a6cd39d33aeb20,ecotoxicology
ae10750819abe541b3eba69daf79c62f1bfd386a,statues
2356783d98362e52dca2b5b689b80a238014dc82,busts
d0dc99f8d86aab72f7e71056e3f82ef5c719c55c,plastics - construction industry
878f272714108db40dca5464c749772712765c1e,machines for distilleries
7e5eec336d9365cd2ecafda7b29a2c2bc85d6da8,systems for distilleries
641bd46a38fb537454ecef28b0933e9c1ae626bd,"sheet metals, stamping"
d6b90f7d46499959fd631e09eccd946840069eb2,"components, electric"
8e26be841f8fc5ae213ef6cdb7e049804bdc418b,metal industry constructions
f67ae78bc4aba025f7b9ae9ba7129ead66ea9164,alcoholates
e4118bac8d071bc8216d3316a8de1653cee6789c,"transprt for cars, classic"
f6ee359faf0e34ab1263ad0d9be5eb434cf0bd96,"transport for cars, collector's"
c1ce0a80c77adb7dd6a9adcdc25e84dac46c3d53,patents protection
fe64659b66b5a39f1ea925b79f004f36c6b88519,oil tubes
a7a25299e70544008943c34773b2618dc7ead922,gas tubes
0b61578c3294c057e920a5db3fa80168135f3d28,articles for burgundy wines
f8910c1eb24baadcccc751c57de9a3c54b347e98,filtration
5541ebca9a591d03eca8415fa79337c58eb30f25,metalworking-related activities
230dc39fc6e790e36330be595d0e237072eca9cb,watchmaking machinery
a221ea9bd57daba83a930ca39ac0660b469efdbd,watchmaking equipment
b335b1a3bb751ed65168df7e688c4bf92f6833f6,"tractors, clearing"
78fa7b770b8cf7c1a326ecdbf4463509bb70ee0f,"tractors, logging"
d92c13abae5d92710303b80f12d366a8b485533d,applicators
9df168d2988833e34457a9b476bb38668994c38f,medals
baf47fbf5959ce9b3d48ab58b4311bd7c0e3b539,drying machinery
3fa6d98960a468b67075a396d95739103c973919,drying equipment
92c58a5724eca74ae44fcc75b0d47472a7bf28ab,mouth protection
be44591afb3e228b3b7f6e84fde35f064b106f5d,nose protection
b4e304833d2d149b0e91e7be48d9cca03f8be588,selected quality
ac3757539b0e1087d40b085406d2d4cd7e6020ff,guaranteed quality
8360ddb38d1c8fa8e19f5175b878a70826c9daf4,separating screens
776bd27e864f220c3ce85573400559d68e85dab8,air curtain systems for walk-in freezers
f99a005eed94d06f3c72971267d092b47d9e97d7,equiment for food products
7515fb644e307948dbf16e7eb69db875a6c3b2da,plexiglas machining
1afafaed9d072a33c85c2d66c57cbcce274bc03d,plexiglas processing
3ef2fed04e37a2fd7eb2e8101d5e8e2634b72556,product for animal beauty
9f12d0b7f3a46852de19c8cc7e6b54cbd1c858f7,delicatessen meat packaging equipment
30235c2a1d44e0bc005aacfd9a29331f83bc76e0,delicatessen meat packaging appliances
ed18c84136348d7303dd2d6c503e8e4ca01985dc,dinghies accessories
f89b16b3cc5d2a22cbdc4a834139d07875a1da70,sailing accessories
9e796aa8a4bf911901d080eb54b9c95b54546386,vessels accessories
71edc64231c5214d8acb248b70cd7c58cd5c0431,production of beta plaster
3802b205505ec437013928346c990b33babece10,production of alpha paster
7b8ce3476c38667c70cb1ead6a15d17a396d3b70,troughs
dffcc50fed0a26310fc996ae8f3520e16f52726d,feeders
af1b2c7d07858d300b5479cb1cbc44af781273e1,freezing systems
7895dc4e35d982183522e8fcda6471d0d52d7b3d,deep-freezing systems
9e9f969de3f24765e672c2bf85e559460bba169a,freezing equipment
cfc0944b799a57288f27223289e218b741689ecb,"engineering studies for electrical systems, private"
a05f5e3e9f06a8e551435d358f0e7eeb204d5843,"engineering studies for electrical systems, industrial"
8ab16c565d931487ccdad5a9e8f088aa811ba051,construction of reinforced-concrete structures
e16ef8bcf12fa67bc059dc2eaaf32d545c8d2f94,galvanic systems for costume
c96d1d6000895f128a960f831aa28777a20998de,galvanic systems for gold jewellery
8eb0d018d2d668b46d9282fd4ef9d07d48ebec7e,crushing machinery
d1de114ff5a786158cff488c2cef89695d7f6be6,grinding machinery
421515e973035583b85b2b3f93640150760133b2,water degreasing equipment
a4d73cfd49eac218a646226f46c6ff23e0fd8f6e,water degreasing installations
49655009dfbee89ac941ee7b6575ab5b176ab821,"brake discs, high-carbon"
58bbfafec42a185a8f1ac35682cd5ac897aeb14e,"drums, high-carbon"
ba825178fdc97ec8e9c52d86321701a276186ae8,"wine, greezed"
bddc4a31ffc61341f9a54726b590d4c1f97f36cb,storage technology
9b8da349e2a3c537364307eaaaadc1bf14cb7919,aluminium household articles
7c422140f772ed8ed9554eb180440f7472395f62,stainless steel household articles
ae7586f9dba301ed3cc200444a33c5a934edf10d,agriculture machinery
e6aa256f82f98421ec1423b3e8a5d627a94ccc5b,agriculture equipment
4f504a41b67d9d2e1d0aa3d0dcd152e19fed89c5,forestry equipment
05717e8c19e1e1188aacc535237a09181a431a50,yarns
f3c8080cc2a7b8652e7fb40994d6fa1e8f310818,knitting machines
279a33dc27986edf8b1daa06e221c42bf9a1b2bd,knitting accessories
c98555c8a72efb5445e5d18b6e70deb7b4f7b4bc,professional tools for automobile maintenance
81b400003b761f23f5acdef9a26eabb0a0d5697c,professional tools for automobile repair
1ebfddf22275062fb821d062bfd4aedd6af44bf3,dirt filters inserts for buckets
e62461e57953984572a3b9edc7af7c51d7dd21fc,goods collected
02de5b9490d5f36b8498c4724700805141006b5a,goods delivered
fcdc75676b824d8dead6b0b3109af0098c245f6e,aluminium bands
539d3e934d7c261bbc50a7eee35d48a41b6db139,indoor plants
289507ade72ab53dfd370e5e136d4241522fadbe,floristry
0f37df611e2be2e42d8b350f24e28bac1ef907cb,montmorillonite
8c9472a768ab82724d9306d85264d5acbf886159,bentonite
031737c8be34d85f0282f06f8e5b3860ad485f36,plushing floor treatment
6748664cc2c807f2f1da3c59b49718bd83144801,home installations
406ca750ad408ae6b1145f1a189e4c3378b78df1,home systems
1165f85dcfb66bd86a913a179b86f72591590af3,office security installation
335fb2bea65406857286dd623161d5fcdc4d68b9,"tape, adhesive-coated"
c87266cc1cd8ed2f7d290be66394600846e63663,metal shearing machine
da6f95ab551ab504a6adc74ec3aaabca82201e69,"industrial transport, national"
20d0c13f8070b6396ced219aca7f3d9435ff86e2,"industrial transport, international"
c14d2716cd38a7853e8cc1e20a139dee37138a86,systems for the drinks industry
128ce8dfa2a55ff720d674885ea5f498c66b7978,equipment for the drinks industry
c5abffddf1a893bed97aa18fe69298c31307f061,block-cast engine grinding equipment
ec6738cfcd7589ee6d4151345bc7d079d841a149,flame detection
59e1cef8354d6c26241ef50bc1152886a2332196,drilling machinery
0092d9863496d74d36ba7e052d245e935d803064,saws for asphalt
c9da8a6b08104b91fa9d3854a9ee010662acf056,socks
066bba6f2f0516164f0dfaa1972d37a36d420be2,systems for washing cereal grains
8ad4523708f97a600a54dd928ae2c24a5ece8e3f,equipment for washing cereal grains
0e5152e1919e85be10c130b39b68cc8a420f8b02,auto accessories
feedc33db01807aa3437f93c25cdc661ffd1c214,ventilation filters
958466c8f3553557d33a8728eeb4b5d910877470,air filters
958633bdc402c61ee473e74d5a4307621d708169,plaques
9bedc0c646fb3342cbf66c114c5c675be014e023,lubricating brushes
a29298190868c7a2b8fdb02379dfc15fabf76f17,articifial stone
6b0fd8c8079b38c8a592ef88ba9fe11339193e1f,industrial textile machine supplies
43419d681a305894e0c2555cb9650c07e766a13f,wheat straw
60ea7b305ed26414478939a467330b53553ed0fe,tank scales
752f4f19c47a0f844fac694fbc9e9a6462c4de6b,silo scales
e1c181ba090ba8866e6abc675e2f72e267637d4a,ice cubes
43221cde8f0df3d42953078717ccd5137c285ec5,crushed ice
e9e39cde44b07d6432c0e2a6cc87fce2429ceed5,regulation technology
