products_id,products_and_services,clustered_id
f9897e6082ed2f0e635bc6c8a71427956a519844,zinc electroplating,f9897e6082ed2f0e635bc6c8a71427956a519844
1045d8119e02f5be34655bac8c7b546d7cc7244e,transmission elements,1045d8119e02f5be34655bac8c7b546d7cc7244e
a5d5659e7e0164cc264343e7e66730cf5572a732,express road haulage,a5d5659e7e0164cc264343e7e66730cf5572a732
a980c718768db48283e763fadea5984854234b8e,transport of trucks,a980c718768db48283e763fadea5984854234b8e
e721c965e14ff0cc3896e3ae10f8d344dc661744,goods transport and forwarding,afae8055814c4bda8a9b26f5824015facd1955a1
8667a6e9010a91ff99c7374d22d905b942aba224,door to door road transport of goods,8667a6e9010a91ff99c7374d22d905b942aba224
6bb1afef689dbf07b29b224de2a9cf7fe45c81e0,urgent parcel transport,901cf9bb51942c5fdcf0dcaf21c11a4d9be71d94
bdfbfd01867417f0022863621199afb75b85c81f,commercial vehicle hire,bdfbfd01867417f0022863621199afb75b85c81f
81ca668c9e4517104fc0c0d7db42eee0d60e0498,short-term car rental,81ca668c9e4517104fc0c0d7db42eee0d60e0498
fa687841e9ff7245acd08e890665851206f3ff46,vehicle hire,fa687841e9ff7245acd08e890665851206f3ff46
b1ade531057f51c2992479335d03b774afdeb6fa,garden,b1ade531057f51c2992479335d03b774afdeb6fa
ea05cc798f63745cf0150c9c0469da686ddeed25,wall safes,ea05cc798f63745cf0150c9c0469da686ddeed25
89e43f712ddc8bd88e7392b00f40dd20e107de7c,department stores and shops,4259ec0515bbdbc4bceaea22c504270f99f02298
8432e76795f125f68f28030bf16de67f8ff0c33e,packers - road transport,8432e76795f125f68f28030bf16de67f8ff0c33e
5f9b02f00017ac4c62f713fc7a0de2a82662eade,educational organisations,5f9b02f00017ac4c62f713fc7a0de2a82662eade
ed79de57ffad9e90d1cbb0f0bb18c4ae2cebfbe9,"wheels, motor vehicle and aircraft",b7b1a2fe33d8abcc3fd81fbed327884b7aaa32fb
9ac094270aa0aae40cee013c32d6cbc633db0531,textile production,9ac094270aa0aae40cee013c32d6cbc633db0531
2b10fd074b4b289200ef454201aa16af9b12fc86,plush toys,2b10fd074b4b289200ef454201aa16af9b12fc86
fc9d79e5e323ffed255d01712c00100b338af62f,prototype textile,fc9d79e5e323ffed255d01712c00100b338af62f
426cb25f0451c8f8cdd5563e1dcd460dee363765,textile manufacturer,426cb25f0451c8f8cdd5563e1dcd460dee363765
c5bfa9e72cd1a88dd6b3f68485bdce6c76a2ee4e,wooden boxes for wines,58efccccebdb3385cb00789eb7f26fca3db1386b
ec0a2667e2709a2601d6acb081506c6c6367ba3a,sheep and goats,6ff25da8a9de99956d385747c6318e28ab693519
eb3c9f3e0ea33d15f710e1c73cf18ca39ecb7014,electric vehicles,5c94b9dd46d1bdb71a473512cc792a949fae17be
fd430101d90fb88e4a0789a6165f68f263635679,handicraft,fd430101d90fb88e4a0789a6165f68f263635679
b865291320abd11b4a810f68e348f9755265be04,bamboo and rattan items,fe73932f673e7427da434f56a0481b1235eb3a57
f44064c63e98c6b3ef836cf324f2eaffc928cbc7,breaks for singles,f44064c63e98c6b3ef836cf324f2eaffc928cbc7
3f5e983dc249b3bfda4dd30048d19d5418f7d305,group travel,3f5e983dc249b3bfda4dd30048d19d5418f7d305
4b223f4a51bad1459465d55d367a7302c1e180f4,ornamental ceramics,4b223f4a51bad1459465d55d367a7302c1e180f4
666c5683cc5f635b5cf2139d545b4f15c86a7e46,patio paving stones,666c5683cc5f635b5cf2139d545b4f15c86a7e46
2bd1ce2dd440e3e03b4e82c25231c77cd7800ffd,travertine,2bd1ce2dd440e3e03b4e82c25231c77cd7800ffd
27b37dcd00b13d28850eb732efc5b0b74a347602,wall-covering tile,27b37dcd00b13d28850eb732efc5b0b74a347602
570fe37a87c8928e9f23efdf393cde463fb862fe,natural stonework,570fe37a87c8928e9f23efdf393cde463fb862fe
d89aa954f5bddb3118224fd163983d95a528aec0,rubber and plastic - processing,224af2b022ce5896dd4e3f7193f0c24472ca089d
8192d0f9bac57a4cb45c3918bb53ceef662d9fe3,"fuels, liquid",8192d0f9bac57a4cb45c3918bb53ceef662d9fe3
b54b02da56b3500c3954986888e25a1927179bce,greases,b54b02da56b3500c3954986888e25a1927179bce
95a176852dbfc434966713c7050660415ce0d791,distilled water,95a176852dbfc434966713c7050660415ce0d791
033835eed540cd23efee74d306183d33bc2cd956,clutches,e3d1507f74786ed49d4750a5f29a1ec1ffbacf5f
5093d4f8c534265027fcedf09165505a928d4170,"cables, high-voltage",5093d4f8c534265027fcedf09165505a928d4170
2e1c74a13caa2c1427e7916e9e4ca8e3c9e9a11f,"electrical equipment, ships",2e1c74a13caa2c1427e7916e9e4ca8e3c9e9a11f
8702283bf908dcd0e962a934a5bafebcadaf4e9f,active electronic components,8702283bf908dcd0e962a934a5bafebcadaf4e9f
ab0e2f67f668e1e6210f54471503272710d32fd9,electric scooters,d94f0d316cd6d175290bef5d299c96835c231ff9
1f5ce2730d8445482fd897d970f82e83e744bedf,handling of goods - motorized vehicles,1f5ce2730d8445482fd897d970f82e83e744bedf
838a86bb02c75032db35008718f72b25dfceed8e,newspapers and magazines,29cf0a63a0aa34033b7fa5c536759e0d70d484bc
5b14dcd94b292eb5dd57e590d7ccbbb11840d994,almonds,5b14dcd94b292eb5dd57e590d7ccbbb11840d994
644a992c50a0ce7eee1fdc55e98150c8863fb36c,water sports - equipment,644a992c50a0ce7eee1fdc55e98150c8863fb36c
df7863ef5bbd495cf9d35853a596fb0ed6115291,workbenches,df7863ef5bbd495cf9d35853a596fb0ed6115291
4fe151fe60b2959daebea076092b66db9084d2d2,work table,4fe151fe60b2959daebea076092b66db9084d2d2
3b2b34e8f970619ce07c1cf5330f088502617332,cabinets with drawers,3b2b34e8f970619ce07c1cf5330f088502617332
1312fcf008b8275edbf98b2fc108e598eb5f74a6,cabinets for workshops,1312fcf008b8275edbf98b2fc108e598eb5f74a6
92e737ac6202c59f03b696f3b8cc3577fd6aefac,bottling and filling - machinery and equipment,9cc28749f24cf021f479fd0c3f6afbfaa6d619ab
b58af4f952c3d1414c3780463e60a85c194e42f2,mechanical parts,b58af4f952c3d1414c3780463e60a85c194e42f2
5d1be9485502567c92434ea34a8691248fdc0332,gift wrapping paper,5d1be9485502567c92434ea34a8691248fdc0332
fffa2011bcffa48ff3d3fd903ba54685df040f2e,wind energy - production,ce14c7150da51ababd7143d6d65efa0f1d90089f
a50a29ac644581f25ab70d5a9cf398afd265fa4a,fibre composite materials,7599e5384b67f961643ab74d52cfebe91f154e5e
a0a464c49bef6f06bd3dbca9e7c230092ba7742e,wind turbine towers,a0a464c49bef6f06bd3dbca9e7c230092ba7742e
fae5266f653505229f6744e092fdee3c24b3e5fa,fem calculation,fae5266f653505229f6744e092fdee3c24b3e5fa
900085d0aa47d574a8e8f7debe0bdf8a22c06a46,development and construction of fibre composite materials,96cf5125f7266ef7df1d977a2e35098c6179a50e
5115b9fbc0d63cf5c7ce26eb45d8a18792172b17,development and construction of fibre-reinforced plastic,62fabf8da57676812cdd593bf4fcdfc96edde204
462c18d5b89050fb1b7f8fca1e535af868009675,cad,462c18d5b89050fb1b7f8fca1e535af868009675
f7bbd9aae7cee23e4d6dca7f62ea3076e02fd624,hydraulic calculation,f7bbd9aae7cee23e4d6dca7f62ea3076e02fd624
e8b1952fd4e8e6d489a497a94bd595f6fa4b0112,software development,e8b1952fd4e8e6d489a497a94bd595f6fa4b0112
98e261e27df789a9ae33aa46ea8b5c611808b393,stainless steel metalwork,98e261e27df789a9ae33aa46ea8b5c611808b393
633473147e11eebd08e79bad36ca645ed53b123e,bending,633473147e11eebd08e79bad36ca645ed53b123e
957303853e1658bc66613d196cd0d5a243e36067,cleaning - steel and metals,f0fb7389eab18b024051d032e23c3d99e97fa45b
471473a81054c34c1e0464134c524098250ca091,metal warping,471473a81054c34c1e0464134c524098250ca091
325d3a4664df37be29bfdf0d95465e1d07e4aeb3,lifting tables for goods handling,325d3a4664df37be29bfdf0d95465e1d07e4aeb3
d76c504dd553addafdb64535f266e18b93d66a9f,hoists,d76c504dd553addafdb64535f266e18b93d66a9f
a3934f52f4c6b26cf6be80d6f96cc1c19e916d6b,programming and software,5b07397be4f36b2f3141c15eb8e7f5350250c48a
04fb84d3ce2e61730bba1432f050fa325f78cf50,"microcomputers, consultants",04fb84d3ce2e61730bba1432f050fa325f78cf50
23523fa71b814dda5c2bd01b2de5713b951faf72,label manufacturer,23523fa71b814dda5c2bd01b2de5713b951faf72
6a65c21001ea40ffd05a61eccb5dc7a62f4876ff,oxygen cutting - machines,6a65c21001ea40ffd05a61eccb5dc7a62f4876ff
7d0457d4f3c2645563d623c212af0d3e7351f207,organic acid salts,7d0457d4f3c2645563d623c212af0d3e7351f207
633ad3ba16dea1a0ac535efd8a47f86565e65007,helicoidal gears,633ad3ba16dea1a0ac535efd8a47f86565e65007
02f04bb894b24a006a5a28a84e637726d6c02e90,bevel gear pairs for transmissions,02f04bb894b24a006a5a28a84e637726d6c02e90
8a892d949141385c6ba768d081c7e5e08ef02661,sections and bars - non-ferrous metal,ed516ca99b49f8c6c0910d4e630f9cb464d82d01
b17aec1d8efee8b9afd747302d6479d90d3787f6,sections - non-ferrous metal,ed516ca99b49f8c6c0910d4e630f9cb464d82d01
ab4256a81870c336276aa97fb4fb90951ed48e0d,"porches, metal",ab4256a81870c336276aa97fb4fb90951ed48e0d
07279f4fecd030c916416e92b2847226ce5841ca,special adhesives,07279f4fecd030c916416e92b2847226ce5841ca
12d7651d489664f3fe0c91929ea185b6ec273816,cash registers,12d7651d489664f3fe0c91929ea185b6ec273816
e6d2e5c581dcf1d476c83d8f053b2d139f2ce596,"cash registers, automatic",e6d2e5c581dcf1d476c83d8f053b2d139f2ce596
e82381b760734bcb12ea4bc3cb4154439d841319,cash registers for bakeries and pastry shops,12d7651d489664f3fe0c91929ea185b6ec273816
f661040d7906a3ed909ebccbf8e38d7b4b665a80,import-export - chemicals and pharmaceuticals,4d3d0a8d249dd91d0e963338628260cbcf06f07b
c6c61d979f697718f435096d9bcaf65294ce9f70,glass for the transport industry,c6c61d979f697718f435096d9bcaf65294ce9f70
418fb391aac1468da82f61f3939bb0afd168023b,special panel work,418fb391aac1468da82f61f3939bb0afd168023b
ba9ca0228aefd32c568fb449a1dce3489842520e,stamping,ba9ca0228aefd32c568fb449a1dce3489842520e
e73d9d5888fe47d2d6614305ef005a0ee6230dff,tippers,2aef0e071b1494c84b06e1f3a2d1d5621bb77951
4bf6006df0b2b923605bc7cc77ea3cd0c5d44d41,plate boxes,4bf6006df0b2b923605bc7cc77ea3cd0c5d44d41
61cf7a90df43d3bc7aea128e3e89adc301eeaef0,retention tank,61cf7a90df43d3bc7aea128e3e89adc301eeaef0
3e556afa3293030b8c5b8938fa1a917fe1cf6c8d,waste containers,3e556afa3293030b8c5b8938fa1a917fe1cf6c8d
e8eefbc8405ffec1b3e983e8893f70896ea7225d,overhead travelling crane,85626559febda2024d666c2c7f580da0c6768d36
4b631678fc09510d6a25a76aba6bdc1ebf1eea62,"tanks, metal",3fb84e32af66c9f773596af06477b7dcab2155e4
435ee107ab70963cdab9efefc93ebbbe3b6523f0,associations and organisations,901ca27645da4711af3315af99c28ef4c1b3eb86
fda8bf42bf72d0e1d189e68fafd107d409eb5414,energy sector consultancy,fda8bf42bf72d0e1d189e68fafd107d409eb5414
8a0bc29a51385f2f1200fb8723a5281989f991a6,financial analysis advice,e10cfe83c51ee66be615fe437279a486a7638de9
c7bddcb58bbc891676fa42fecc8a9df57a65a621,technical consultants on alternative energy,c7bddcb58bbc891676fa42fecc8a9df57a65a621
4c451652f07afbd648b9de0e4a2104dd3ed528bd,"bar turning, all metals",d2760167e249d06d6d2b70e837010eec1f8b133e
b3afc9f6863884dba05813bfd74f8e9079e8524d,bathroom fixtures,b3afc9f6863884dba05813bfd74f8e9079e8524d
5caf10c33d02e0b85ab7de61bfc45c87dad8db90,heating,5caf10c33d02e0b85ab7de61bfc45c87dad8db90
88e06a6f67c3857ff6529b0208ef34eb17e14724,iron and steel industry and foundries - machinery and installations,942558ecab8c2a5f40919f11c996685ea66bd4a7
bdcaa2f718bbe48ba46a48534970ea50037d24ca,foundries - machinery and installations,7ac846feb1cdf8c84411ea96792bcc0c0d27fc44
24b4b03e46e7559d28c3caf538ad3a7bfa5e1190,gas extraction - systems and equipment,ebd7e3f57e55950733ed70e15bea8de4d96655a2
038d676a70fbe8fa3c276c7651442028830df4ea,gas-fired boiler installation,038d676a70fbe8fa3c276c7651442028830df4ea
37abd3b03e8d4aaaf52b4285f08ef6385bf8090e,heating system installation,37abd3b03e8d4aaaf52b4285f08ef6385bf8090e
2fb86f2168623f7d1a9d855a5001bdc05114ea39,sealing wax,2fb86f2168623f7d1a9d855a5001bdc05114ea39
392339549a343bbfde4568f0338d6cde30ee857f,glue sticks,392339549a343bbfde4568f0338d6cde30ee857f
66cb0264b7f8606672e3b9047a0e6ddb068f1453,peel off coatings,66cb0264b7f8606672e3b9047a0e6ddb068f1453
2005e3b650d146789c697df87116dfc6a37d096c,laminating adhesives,2005e3b650d146789c697df87116dfc6a37d096c
4dbbe35b5d0c55b6236ee4eaa2925867925fa64e,primer,4dbbe35b5d0c55b6236ee4eaa2925867925fa64e
c4f60567c5fee1188f6ed9c174429a242b77fa51,painting systems,c4f60567c5fee1188f6ed9c174429a242b77fa51
619ad00f28dcd56d7ad1b0b94f5781004f7f6595,refilling,181f09555d318bb31eb9681c55bdfe843358cdd6
cd60b8219688d5e2de4f004953309399ae5f9874,special paints,cd60b8219688d5e2de4f004953309399ae5f9874
5df60be2e6b526ed9153f3cd38068b7874fc1c36,water jet cutting,5df60be2e6b526ed9153f3cd38068b7874fc1c36
df93a67b1376b49fb96a91971f6f10c0a43f52c5,laser cutting,df93a67b1376b49fb96a91971f6f10c0a43f52c5
1b57bbec9e3484d6678c162410d0e4da9f8af6f0,beef,1b57bbec9e3484d6678c162410d0e4da9f8af6f0
b3a97810229a85191e5366b7c5c88bd709d565b9,smoke extraction systems - fire protection,6994e27eb62b343fa4c732066ec841ddd6eb558b
9d6c4d872d10a71caa259e209b70967eeab0c413,compactors and crushers,6d98cde2d9633bd5b636e573151e548101d3fd65
433b5669dfa7ffd797e1f869e4f5e7b303a2d356,"frameworks, concrete",433b5669dfa7ffd797e1f869e4f5e7b303a2d356
c744b22ea2e7d6a7c042ffc9d7e42d3f329a84d5,aluminium sheet metal work,c744b22ea2e7d6a7c042ffc9d7e42d3f329a84d5
9f124bc197cefff6ca52e17ba134a7b2ec983c68,fine sheet metalwork subcontracting,9f124bc197cefff6ca52e17ba134a7b2ec983c68
945f5509f88803ef29f1ecd87fa5b73ce3883fc6,aluminium and titanium for sheet metal working,c744b22ea2e7d6a7c042ffc9d7e42d3f329a84d5
9ce6f20be4cc926d1625b9a04c1dc2ebf50f5e53,kitchenware,9ce6f20be4cc926d1625b9a04c1dc2ebf50f5e53
9634f622dd7e6ece6fa3e1dcbfc6c3daba93772b,cooking robots for the home,9634f622dd7e6ece6fa3e1dcbfc6c3daba93772b
390bfdf77691ac2ece457a18c9c67d8dd140a53f,"coatings, putties and sealing products",a28f1f29e4ec10db60b5cf6e308e6098c7a7dc00
f7d7a36e3761ca4d6da0f8df352c91d6a560d6fa,"bands, woven - industrial",794fbe22694f8dbf06ca52fc8e2ceeb294f42f07
b100d6e1383c8a393c170b6068a117923fb2c320,waterproofing,b100d6e1383c8a393c170b6068a117923fb2c320
273d01f8dea901824b86641b7110c983ec56ccc9,resins,273d01f8dea901824b86641b7110c983ec56ccc9
f4c4ac8d1481720ccf652f0bccec308d8e8761a7,"films and sheets, plastic",6ef6bacd4f10e48bd0c9a01bdae920a001085f6e
75a9afbb19b6a5bf52fcbfa2361d460441b26df0,mushroom tapes,75a9afbb19b6a5bf52fcbfa2361d460441b26df0
71b54c276df22761a8727f9d9ee79a538b3db23f,waterproofing construction products,71b54c276df22761a8727f9d9ee79a538b3db23f
5d1c1cb040e8ae7a44a3b390197afc158c60b5fb,pvc glue,5d1c1cb040e8ae7a44a3b390197afc158c60b5fb
8715b1147070cee44f0140c7f2db71e893a5057b,adhesives for shoes,8715b1147070cee44f0140c7f2db71e893a5057b
4164b78a56df9501a49e22d6446ea5f6084daac9,glues and adhesives,bf135d1f23a49cd35e8f1f134196548c31616272
c333c0ded6880054e2ac99d2e88fbdf87237127c,technical glues,c333c0ded6880054e2ac99d2e88fbdf87237127c
56a45aade4fb610d74171212c7f3e8a6ef39fa35,tourist reception,56a45aade4fb610d74171212c7f3e8a6ef39fa35
58f25a8a254e9b80108327b1e30e4857de2e17ef,"houseware, aluminium",58f25a8a254e9b80108327b1e30e4857de2e17ef
58383f3752eb142d0e64f04e88c2d97f168cf77f,electric mills,58383f3752eb142d0e64f04e88c2d97f168cf77f
e46ea8246db9a873ca80352527c525a90c152803,cold drink dispensers,a6b1d31f25f75ac3c5e5a1b0acbf763e53086bf4
979c652ee07cc8b85d35405cfda984c586af57d5,farm machinery,979c652ee07cc8b85d35405cfda984c586af57d5
fb31765eb2cacd534d78339a5a6b6ae0cab9e7d2,car with driver for company executives,fb31765eb2cacd534d78339a5a6b6ae0cab9e7d2
b1468230ee2ed76ee66d72476fc4338e49494063,"textiles - preparation, spinning and weaving machinery",7e10a76d21e2e85dedc1c411f2f249d1e52e8dd0
963debf258055c72da0f960851d700d1301cb0c7,biomass heating,963debf258055c72da0f960851d700d1301cb0c7
acd05ed51f0f6d6377cf36f179de5d450ffee2bf,water purifying products,acd05ed51f0f6d6377cf36f179de5d450ffee2bf
495884fd018ff693d34beef5f3c027af02cbb301,valves for industrial fittings,039ac998b9dc1d2f0fb8999709d65ab5623f5856
9fe706eec9ea20a220f0b6d616e53a924bb24f49,flange adapters made of ductile cast iron,9fe706eec9ea20a220f0b6d616e53a924bb24f49
299c0bf3b04f65ffe546270cba41b88158a4e973,network protection,299c0bf3b04f65ffe546270cba41b88158a4e973
1419bb10f8f487abd93ee87d11dad399f79d9037,branching valve,1419bb10f8f487abd93ee87d11dad399f79d9037
ff44239ef43be700e12dd9cb70bdcaed63122ebd,control valve,ff44239ef43be700e12dd9cb70bdcaed63122ebd
6b97a5b3de961e4ff229725b7404eb507642acca,stopcock,6b97a5b3de961e4ff229725b7404eb507642acca
94fb513d78c5e5574e646e3e8f335032dd0a8b3c,paddle clamp,94fb513d78c5e5574e646e3e8f335032dd0a8b3c
5d90ff0e0f98cd05efeca536ce8d7e43bec0ed0c,meter valve,5d90ff0e0f98cd05efeca536ce8d7e43bec0ed0c
432169de3c155c6782315407c0d7a3895e2b9f3a,research & development for the food sector,04343f57233d314d42b6ffda91cdc43e4fe4ddaa
8d80034f6f288f388628f3156b607f2c11bed8fb,"display boards and screens, electronic",3216a2f851b2b137c5d14b968962af96e63eac64
a1dd8bc993ab3ca36b4ef67c641fdf8d749c104c,liquid crystal display televisions,a1dd8bc993ab3ca36b4ef67c641fdf8d749c104c
db17cca6c81812795288ab2aed897b35a886f6d9,lcd displays,db17cca6c81812795288ab2aed897b35a886f6d9
987442f84da4a570a958a2b7243b41b06825c9a2,multimedia and luminous display boards,c09d6b1c5bbf8b2e174a2a556a50bc0805f39188
9e4435578099140f0e4da27555b1105444c534a7,led displays,96c2e88ab7eb2ac4c201ff51b033795799d11595
798c745c634f6fa01ba83023dae3078c79cb7120,"monitors, computer",798c745c634f6fa01ba83023dae3078c79cb7120
fc9ef444cf582c6c7bc6739e948de9102949cecb,explosion-prevention equipment,fc9ef444cf582c6c7bc6739e948de9102949cecb
4810b9637e289eb3e3d89652809265e7eeeb243f,bursting panels,4810b9637e289eb3e3d89652809265e7eeeb243f
e6fcf77cbb0dfb9109be7531d2b60fdbae9fc855,flameless venting,e6fcf77cbb0dfb9109be7531d2b60fdbae9fc855
53284bac6b119ffef85bdc73a3c173456ffc0028,supression systems,53284bac6b119ffef85bdc73a3c173456ffc0028
91638d99b263c50c0063211749294d22c86241b5,investigations - business,91638d99b263c50c0063211749294d22c86241b5
fe356db5bf86540c78642e850b3ae746f030f5bb,"detective agencies, international",fe356db5bf86540c78642e850b3ae746f030f5bb
bef55d9479793a8a541f4857a967a104776d82c8,7-segment displays,59b189070af751d4e93a749ccffb4ccfd2de7ab5
45d3a112e0015b8a0bb40b43989d594ea5d6afc8,alphanumeric displays,45d3a112e0015b8a0bb40b43989d594ea5d6afc8
e3be28fddc973341a38b373a7c89fa73b0a741e9,cfl/led backlighting for lcds,e3be28fddc973341a38b373a7c89fa73b0a741e9
6975c2f542e0b3fb65b3684b6754b189b4d2ea49,liquid-crystal displays,6975c2f542e0b3fb65b3684b6754b189b4d2ea49
cf5bc2282bb0c60379dc12bcfbce75b4956b2b19,custom displays,cf5bc2282bb0c60379dc12bcfbce75b4956b2b19
f567863e41f4ef28533d42ec193de03c241b68e1,development of electronics,f567863e41f4ef28533d42ec193de03c241b68e1
319b37b0c83e7e16f45b2aca00882de64f1a0cb9,electroluminescent/background lighting for lcds,494743ad9862182c7e560d0735f7c22b0e04d75b
6fcba4835b8191647e3014e49e775565b4110225,e-paper displays (epd),310c2e81d4a4eba3cb9926eb5c8a9dea1e12e4c2
559344572c8d9c34c6bd8c9f43275ed1af75d47c,lcd display modules,559344572c8d9c34c6bd8c9f43275ed1af75d47c
7b7b5221758dcf76b5db769083719995b9fc675e,tin alloys,7b7b5221758dcf76b5db769083719995b9fc675e
238066867841cc148276ac692d5a0c15e2817b02,tableware,238066867841cc148276ac692d5a0c15e2817b02
33cc24019b6996ab49a122f830217745caa1f6ee,chemical fertilizers,33cc24019b6996ab49a122f830217745caa1f6ee
0ed856a20a38000f41a71f2209371da90fc3df4b,bio-stimulants - fertilisers,98c0afa26e27f1e6d5df0b444ae5e6ac3eb65682
fe30a1062833a77d5ca9ac032945b591d5953af3,organic manures,fe30a1062833a77d5ca9ac032945b591d5953af3
4cffe9bf19c9be534d4de44049dfcde0286e4885,biotechnology,4cffe9bf19c9be534d4de44049dfcde0286e4885
68d735515429fa75516cb2677672dbc2a7e5ecee,"pipes and tubes, copper",3d79bfd63a518896efbc51f18994bc4e81829245
b4d059884385659b1395073e23fb7cf03dfd16fd,precision turning,b4d059884385659b1395073e23fb7cf03dfd16fd
1034212437e92606f98ed5feab1fc4b5eb058dd9,"pipes and tubes, precision - non-ferrous metal",269217f73bafd642a92bee930f810f2d0dfc38a3
227b6f6f0777f520b21e33292c218ddb93bd8a33,brass pipes,227b6f6f0777f520b21e33292c218ddb93bd8a33
b31eb5f97dfa13581e537afa25f6ae3eee674731,industrial production prototypes,5cd142c4493bfb00dd9a9001ad952d8241019bb4
47c431dbffffd08e9a72f38afa7278daf81ba94e,rust remover,47c431dbffffd08e9a72f38afa7278daf81ba94e
56b0ac58e4ed0c108f4a4ed1437144fdbac5ed39,degreasers,56b0ac58e4ed0c108f4a4ed1437144fdbac5ed39
ed935d2e6e48b232bfc74f5baafc32d623b410f2,interior varnishes,ed935d2e6e48b232bfc74f5baafc32d623b410f2
6d11d1cf3f61bdd63293546ca26ad476d93e1ec4,glass varnishes,0c867b815ea3bf5c6b3893c65edbc78dbb7a88a6
33e2b79a65864c91c6a92ac1345163fef5ba2e66,window and door coatings,c4017c627c85d84dbd04ec610ed43639f1c67aeb
fce0268501de9d7cc9847a3b78ae054052adde65,waxes,653470783a93985b8ea3aec689cd71533c8105d6
d689b33db6f446bb0abcdd8a59e93c15fc993f9d,fire protection products,d689b33db6f446bb0abcdd8a59e93c15fc993f9d
eae10a3e968103309d994a01aa5bef73a8d1efc7,primers and top coats,4dbbe35b5d0c55b6236ee4eaa2925867925fa64e
118d38c3097e057ff5cb02f1477731920bd35bfa,spark erosion,118d38c3097e057ff5cb02f1477731920bd35bfa
e55812b0f9167231bd4045af4b1f02d32084236a,grinding,e55812b0f9167231bd4045af4b1f02d32084236a
f5954a6e4c3525c2766d7de7613f4aab3aeb4dc6,working lifts,f5954a6e4c3525c2766d7de7613f4aab3aeb4dc6
ad133ef4e69ed92e3de927d1d473176c98f91da1,lifting accessories,9a99b1c4214522f08027bb4b229606f9487a9e84
ae2fcd476cb6a13b195227d416e32a663d3e0143,self propelled telescopic boom lifts,ae2fcd476cb6a13b195227d416e32a663d3e0143
37ca39ab9e7a997a61a936a73830e62446117164,concrete preparing - machinery and equipment,f97f4e3e8caafc5703dec15fc6d13ac519258bdd
31505bb786a64487c29d6abc3fa538a7ec0c234a,gourmet gifts for businesses,31505bb786a64487c29d6abc3fa538a7ec0c234a
bd32345e3893a501404d2a2666ad2be3f54665cb,plain bearings,bd32345e3893a501404d2a2666ad2be3f54665cb
57d4f0a04f7d1f3d4b331e083266deeb7a97f048,number control rolling,57d4f0a04f7d1f3d4b331e083266deeb7a97f048
d72072a777bdf2f49216697977c39a9232333676,leather goods - manufacturers' supplies and accessories,2803c151d2e1a82fdc8c3e5e078101c8eacb12e8
9e20da5673d75aa639f02aed3a7529db7c0480e2,"purses, leather",9e20da5673d75aa639f02aed3a7529db7c0480e2
97e1de575f738c081a4f121078ad34c60bdcdd8b,custom design bags,97e1de575f738c081a4f121078ad34c60bdcdd8b
ff56588ff36e0169218453f41bb4075146355c10,key chains to order,ff56588ff36e0169218453f41bb4075146355c10
98b425a3cf9685b695a53c852269c819ccb523f0,leather accessories,98b425a3cf9685b695a53c852269c819ccb523f0
8a244d8e7bae8f51af3b6a1b8c814a565a07fe24,leather backpack,8a244d8e7bae8f51af3b6a1b8c814a565a07fe24
9f2458a21dfc565f9250bf068a5e01ee1c23aa54,leather credit card holder,9f2458a21dfc565f9250bf068a5e01ee1c23aa54
95c2df4bf64bbc794ead48f49bc769c2c9f381f5,leather crossbody bag,95c2df4bf64bbc794ead48f49bc769c2c9f381f5
904ea3ab963ea584d0690ea2b2886ce4dd63afed,leather gift items,904ea3ab963ea584d0690ea2b2886ce4dd63afed
d33b96a4e272b29f860a4366ccf36afec542e115,leather goods made to order,d33b96a4e272b29f860a4366ccf36afec542e115
afacc244fa4d95e4ee273c43adabe7ae32a2020a,air transport,afacc244fa4d95e4ee273c43adabe7ae32a2020a
85fdc44f2949e5e3bbd3c65fb9fbbed10c435da7,furnishing fabrics,85fdc44f2949e5e3bbd3c65fb9fbbed10c435da7
182f2855565b0aa911587a0117aee01b74617053,net curtains,182f2855565b0aa911587a0117aee01b74617053
cef1279029f18b80153767bcfaf4c5d85f73284f,magnetic equipment,cef1279029f18b80153767bcfaf4c5d85f73284f
942150acb27d489da8650138197d482bbb0389de,magnets,942150acb27d489da8650138197d482bbb0389de
092f83695bc445907989b1324331b64e2754f911,"disks, magnetic",092f83695bc445907989b1324331b64e2754f911
0a0e16882f01fd8c1d5270e3bdc12685ade8b454,electromagnets,0a0e16882f01fd8c1d5270e3bdc12685ade8b454
3c1f78c299139cfd77fb56ad482e7b7dd20da82a,clothing industry supplies,64c4bcb5c2291f61ff555f5fa7ee9069c2584ca7
eb48dd542aeb8ad55a06d4f569253426c9d3cae1,decoration for traditional costumes,eb48dd542aeb8ad55a06d4f569253426c9d3cae1
97629afc540412def9c79a2b996daf9521b3980e,concrete pumps,97629afc540412def9c79a2b996daf9521b3980e
3f0b1b4bb18e53c171f9158b3f19c72dd7885324,hunting weapons and ammunition,ea2272ec9e805c00d9f6bf51e8c68e7c010dd086
ef4cd433a4a4236f059f58b19c1f4b23542b6560,sporting weapons,ef4cd433a4a4236f059f58b19c1f4b23542b6560
ed698fa0ac1d2d0076e1579f64deceb988c06bc4,boat kits,ed698fa0ac1d2d0076e1579f64deceb988c06bc4
9e4d3ff98310c984157ea1ae6d15c2fff4bc4be7,wood based products for shopfitting,9e4d3ff98310c984157ea1ae6d15c2fff4bc4be7
